,Unnamed: 0,nb,highway,position,geometry,check_needed
169,170,762,A6,20446.8808315345,POINT (677007.8491499062 470888.7406820482),False
170,171,756,A6,2471.56311301809,POINT (663424.3771704406 464793.4079749593),False
171,172,675,A7,13054.7409301183,POINT (471492.1856501695 491739.8647562445),False
172,173,649,A7,1994.05838366189,POINT (471668.6750251479 482756.3625160643),True
173,174,300,A7,6650.91406328355,POINT (471435.9594078622 486875.0319924778),False
174,175,334,A7,7864.80044737592,POINT (472858.7826176275 487752.1640793977),True
175,176,657,A7,11382.8522533558,POINT (472868.6675202943 489601.7500011492),False
176,177,153,A7,19776.3737215118,POINT (477719.2925067827 493447.6038273351),False
177,178,282,A7,4963.40013012784,POINT (471616.8167716655 485715.1655381846),False
178,179,162,A8,17817.1990877331,POINT (446055.1636666585 476743.6554264617),False
179,180,611,A8,37648.6814622209,POINT (427172.5400068669 475530.0200225671),False
180,181,194,A8,74552.4793157697,POINT (406877.1858099915 499789.5858290642),False
181,182,169,A8,21956.8071777438,POINT (442218.529846738 475832.6248831346),False
182,183,491,A8,12818.0469623755,POINT (448239.6373614579 474115.8636823991),False
183,184,174,A8,48850.7293286772,POINT (418457.2325112676 481888.87160076),False
184,185,180,A8,60415.8914568195,POINT (410554.8308404495 489024.6146768067),False
185,186,186,A8,70181.3843013266,POINT (406081.4659052859 495579.8776469793),False
186,187,606,A8,2694.35491511083,POINT (451161.3322281531 465018.1599894379),False
187,188,402,A9,72260.5375853232,POINT (474147.5185007378 404166.6732695304),False
188,189,788,A9,166374.845146432,POINT (551539.4338204708 365143.3923780141),False
189,190,408,A9,90373.2161994236,POINT (490874.4238082012 398676.4295333258),False
190,191,414,A9,101122.343778994,POINT (500648.8772044735 395735.1359147818),False
191,192,420,A9,114172.483747983,POINT (511388.2730450108 389614.0083946309),False
192,193,804,A9,198938.665525842,POINT (562726.9695100416 337955.5996720971),False
193,194,426,A9,124462.683008278,POINT (521420.056901205 388148.4354532547),False
194,195,432,A9,131422.082151974,POINT (526485.5221799258 384388.2692136656),False
195,196,817,A9,208544.949861696,POINT (566974.3776687147 330009.5828067276),True
196,197,438,A9,160583.403073306,POINT (549450.8114829913 370181.9103622523),False
197,198,6070,A9,194324.742209521,POINT (560486.6794705798 341967.4582995258),False
198,199,444,A9,177643.117135427,POINT (555374.9705784817 355788.2899774756),False
199,200,446,A9,186310.935572124,POINT (557964.8068467708 349221.1088339943),False
200,201,6086,A9,137404.33373321,POINT (530337.9646102214 380431.4905038409),False
201,202,201,A9,4011.17641794844,POINT (454434.5751003654 459398.4362128203),False
202,203,207,A9,10038.6534906663,POINT (456705.4774431202 453912.2951639887),False
203,204,463,A9,219494.117412419,POINT (572323.2729632279 320832.7797174032),False
204,205,6097,A9,58152.7204665963,POINT (474971.1408662437 415716.6570227777),False
205,206,213,A9,204604.383582924,POINT (564036.5650286581 332618.477709457),False
206,207,470,A9,190641.88303544,POINT (558501.2618206006 345069.0216170185),False
207,208,471,A9,226162.509856816,POINT (576901.1839679693 316389.7417388767),False
208,209,217,A9,43278.4868481244,POINT (469378.3967362712 427991.8489666642),False
209,210,350,A9,191456.038763037,POINT (558935.8718729859 344380.6499869727),False
210,211,223,A9,55365.0467053857,POINT (475313.325541743 418398.2205833884),False
211,212,618,A9,170817.958810458,POINT (553069.3278991485 361926.4248683031),False
212,213,352,S10,14842.0476630419,POINT (486485.470803335 508375.5350349775),False
213,214,346,S10,17050.6761616521,POINT (486747.6287240832 510425.4133115528),False
214,215,365,S10,7443.27794981155,POINT (485235.5266171964 501947.443234336),False
215,216,359,S10,8601.62603366693,POINT (485697.2226216287 502964.9638810001),False
216,217,6,S16,10906.5895323689,POINT (182944.4639975474 363664.1579313261),False
217,218,9990,S16,42029.0009351704,POINT (153856.4791664821 363859.1109645751),False
218,219,680,S16,6270.51825730813,POINT (187095.7991175333 363649.2454915944),False
219,220,715,S16,49082.9395056513,POINT (146981.4644427205 363820.4236901202),False
220,221,686,S16,18659.0131186082,POINT (175995.8796359762 365299.7058073777),False
221,222,719,S16,55340.1135107148,POINT (141264.0994162646 366033.9949776224),False
222,223,8081,S16,24681.5858322647,POINT (170117.9061640557 364580.6501054195),False
223,224,691,S16,22802.5306672495,POINT (171978.6614589992 364745.1400539047),False
224,225,8156,S16,1266.90468826067,POINT (191275.1469360568 366049.7088272735),False
225,226,320,S1A,1266.90468826067,POINT (634754.6815111943 475748.6977932075),True
226,227,392,S1A,12173.5529021092,POINT (624024.2863409369 474667.0471738981),False
227,228,329,S1A,5628.0891707777,POINT (631766.5721596043 474120.4234427895),True
228,229,335,S1A,5007.85272233089,POINT (633847.9138994953 473991.3707933335),True
229,230,311,S1A,16087.2434381959,POINT (623241.8360329904 474316.303797787),False
230,231,344,S1A,812.423546001537,POINT (634648.2084195209 476190.1356521762),False
231,232,891,S1A,1047.28964023734,POINT (634245.4133929827 474219.5350976712),False
232,233,800,S1B,10556.7073894736,POINT (631275.0463761456 499016.8708280006),False
233,234,960,S1B,19601.0745683103,POINT (623015.2782621897 500304.8263166111),False
234,235,711,S1B,5758.72844808085,POINT (635554.4548309698 497732.458195258),False
235,236,620,S2,5155.24827749548,POINT (633224.8454872142 489025.4792856395),False
236,237,2245,S3,14438.8105324676,POINT (605184.414334732 513932.5024890836),True
237,238,98,S31,36953.0224377335,POINT (631564.4771652747 414493.4485273153),False
238,239,485,S31,23608.9147174002,POINT (628695.4402347239 426822.3337485125),False
239,240,104,S31,39183.4610830935,POINT (631813.897623205 412319.7742427934),False
240,241,532,S31,10150.9760569314,POINT (633528.3212156267 437551.0067459927),False
241,242,3094,S31,17099.0301576597,POINT (629162.3571926825 432385.6370336108),False
242,243,92,S31,3383.68802254767,POINT (639258.2180411908 441008.4774930881),False
243,244,441,S33,12470.5576004233,POINT (576357.1449602975 492214.7458485491),False
244,245,434,S33,10334.1962258945,POINT (575711.7530250684 489459.0095190239),False
245,246,659,S33,10912.9074574717,POINT (576836.0324105516 498619.9725943019),False
246,247,52,S33,21700.2786112143,POINT (573320.9714323024 481092.689176518),False
247,248,368,S35,34419.683081157,POINT (551842.6210144901 367481.6250886022),False
248,249,364,S35,26410.2812490529,POINT (550138.076107953 373848.816471888),False
249,250,453,S35,1000.0,POINT (547295.0892114666 390988.2286372973),False
250,251,502,S35,18421.4853457478,POINT (551372.9004414706 379148.5343823853),False
251,252,520,S36,30377.443525932,POINT (504497.3839499053 366606.0115310223),False
252,253,514,S36,16973.9923985759,POINT (515399.1642293369 372762.4591366576),False
253,254,508,S36,1857.44204627564,POINT (524923.4355524764 382996.0167429033),False
254,255,165,S37,10866.6399245264,POINT (478532.666064459 312095.9023850354),True
255,256,544,S4,16344.1122760821,POINT (616805.4204673856 435999.7750554485),False
256,257,89,S4,11786.9934587477,POINT (620280.7919356368 436831.2658335866),False
257,258,538,S4,1416.91402884996,POINT (629775.4381649856 433423.0115099407),False
258,259,554,S5,31037.8812774036,POINT (582537.8997624173 503816.9399108989),False
259,260,461,S5,5402.43883027759,POINT (605725.5307402564 500263.2815911046),False
260,261,484,S6,62140.4280480138,POINT (558531.835156884 402186.3643699089),False
261,262,490,S6,68214.8557482807,POINT (553907.2526440703 398406.6623315413),True
262,263,43,S6,19615.6105058181,POINT (592744.0094262199 420512.2142980202),False
263,264,941,S6,10372.9709364478,POINT (601199.6675639952 423036.4344549943),False
264,265,784,S6,92732.6768214198,POINT (534640.3658284924 388292.14343754),False
265,266,469,S6,2580.80550403447,POINT (607854.2986418367 426865.463267786),True
266,267,380,S6,88402.3630980034,POINT (538473.415697865 390126.5344453921),False
267,268,478,S6,51754.6747622853,POINT (567463.5830696919 406542.6748018946),False
