nb,highway,position,geometry,check_needed
336,A10,67779.49292645809,POINT (404706.559127715 380803.6503721347),False
625,A10,2454.000406365169,POINT (376072.8015953265 428118.5026489716),False
623,A10,162969.35679528135,POINT (429028.3081308739 307851.8301171239),False
570,A10,132161.17138835476,POINT (413154.058305105 329737.4376456651),False
309,A10,39892.43600289914,POINT (389937.0674504561 396769.0076141486),True
631,A10,47624.47693858758,POINT (395382.3713635009 392695.2048980039),True
314,A10,22465.63345681254,POINT (385438.8802102475 412900.7898008027),False
317,A10,40348.02281161262,POINT (390197.1436208533 396396.2886246553),False
285,A10,16861.624864001962,POINT (384780.9916426097 418202.2727991945),False
639,A10,86725.64922576262,POINT (409313.7185184769 363602.2367751329),False
632,A11,8040.6903063725185,POINT (450263.754002638 298506.2654104746),False
7140,A11,20636.477080644192,POINT (452061.5325158493 287579.4175225829),False
70,A11,1366.8475729510512,POINT (444882.1975578559 301562.6882517891),False
382,A12,141531.28188012345,POINT (195589.6053172008 368599.2909067134),False
644,A12,88572.6422021416,POINT (242398.3674885077 375701.2867040816),False
518,A12,76905.0007451776,POINT (253269.2425477454 374313.24066836),False
650,A12,93845.20541911149,POINT (237955.3555024843 378286.8746306626),False
656,A12,98876.30980878836,POINT (233461.6314036885 380100.7314418065),False
662,A12,107151.12868868715,POINT (226249.2933663497 379814.8460215694),False
152,A12,34602.05055849024,POINT (288608.5503663732 392526.0773405972),False
668,A12,118164.59086427289,POINT (215886.7946573258 377035.9619884691),False
674,A12,126289.72615150177,POINT (209339.8891771868 372602.6981378942),False
164,A12,45644.12845328949,POINT (279748.8749619065 387067.5316398072),False
172,A12,49310.32246425516,POINT (276638.3922614629 385333.1849029101),False
557,A12,83473.96962109036,POINT (247372.5308569354 375830.1804093988),False
8126,A12,132452.22331521095,POINT (203437.7355518997 371881.7465231691),True
464,A12,65638.99876555674,POINT (263891.2833908966 376974.4873390892),False
87,A12,24890.99467220356,POINT (296620.5009350292 397651.8031288211),False
96,A12,4278.6113667641,POINT (311084.1420770679 409711.7051784634),False
103,A12,1708.189747975836,POINT (312986.3749051524 411394.8828385523),False
8046,A12,58084.59115411574,POINT (270264.7664248798 380046.2497398417),False
495,A12,71612.1555233863,POINT (258204.8092765292 375701.6824818851),False
122,A12,18663.040648110127,POINT (302520.2232900344 399273.7975298804),False
638,A12,1527.2429737327834,POINT (313108.3964019897 411528.4938779318),False
307,A13,28568.75998536271,POINT (259252.5491370226 351145.0883010305),False
287,A13,26582.47990574821,POINT (259307.8785817286 353083.4290068775),False
8045,A13,15385.923393972005,POINT (256772.520360662 363192.4218137807),False
183,A13,5278.501772075662,POINT (253171.7832478396 370812.3103658898),False
578,A14,27070.48787915372,POINT (120893.4238147535 389766.9791285607),False
709,A14,59836.79703879788,POINT (133797.7483105701 366592.870753897),False
710,A14,2025.17626222045,POINT (131128.7962988314 410515.2223171609),False
550,A14,1006.2535750779799,POINT (130237.5491646068 411007.2914562981),False
584,A14,32949.402360732674,POINT (119790.5058015607 384157.2261402197),False
714,A14,20585.920784066766,POINT (124837.2063580116 394737.0318662163),False
559,A14,11188.903577109317,POINT (128991.2628902361 402593.5825780738),False
560,A14,36019.8527872015,POINT (119465.3900633773 381158.1508898495),False
596,A14,56448.34684624128,POINT (131586.1671953073 369094.1227227902),False
566,A14,53103.82743730462,POINT (128561.1508317509 370267.0223463512),False
697,A14,13429.990358220239,POINT (127905.4883855131 400889.6609472883),False
602,A14,57331.30106761671,POINT (132164.9975070208 368437.2248664009),True
572,A14,24812.999802706527,POINT (122234.1332776312 391516.27404218),False
703,A14,30219.76702191396,POINT (119835.7233794512 386830.984256996),False
387,A2,191869.17256721386,POINT (555145.2048316327 341389.8023185512),False
517,A2,52873.92738084229,POINT (612725.8158006254 430476.9098031272),False
394,A2,25224.511992822347,POINT (616550.3448162487 456090.961872218),False
11,A2,67533.28469100401,POINT (610364.9888499125 417315.2585370864),False
395,A2,203201.57794504383,POINT (545427.4458020031 342531.0895828191),False
273,A2,11936.040332108048,POINT (624140.0420744632 466057.5510069994),False
530,A2,236599.77590179385,POINT (518999.1244079751 340645.7869553089),False
534,A2,242300.17054082992,POINT (515028.2891390505 337906.7294013684),True
542,A2,259641.7590793152,POINT (513040.377298319 322014.0287065888),False
543,A2,34280.41015076395,POINT (614812.8034086766 447438.3701962694),False
551,A2,268544.9088959781,POINT (511039.7575088277 313955.1513587239),False
558,A2,283487.2124563128,POINT (498128.9788346659 309537.6173311833),False
563,A2,301778.48618678894,POINT (482802.7785111101 305683.530344634),False
54,A2,334479.77568117296,POINT (453959.5233769048 302767.5876847276),False
569,A2,319585.2743794502,POINT (467727.0002920014 303720.2772099816),False
828,A2,150737.98282041377,POINT (588008.8197547443 358514.331070538),False
60,A2,343485.8910030066,POINT (445246.652565521 302868.3197974875),False
190,A2,642.1324306746292,POINT (623369.22361057 476869.1867556836),False
318,A2,13991.485782525844,POINT (624161.3412879158 464014.0096480149),True
576,A2,322405.82977212017,POINT (465184.0460955178 303635.5850785694),False
581,A2,346017.1589676754,POINT (443135.5751724427 301591.2551671218),False
585,A2,330358.05871904345,POINT (457864.7859525382 303461.0098970069),False
588,A2,369909.4670082313,POINT (424157.7717744369 293211.6591765059),False
591,A2,338372.8424006114,POINT (450154.1541938074 302248.6939675156),False
595,A2,369625.41353852104,POINT (424435.365876161 293267.060988325),False
212,A2,313373.76324140857,POINT (472390.532431562 306708.4743731702),False
858,A2,170001.69645392033,POINT (571066.7604862154 353973.1932004027),False
348,A2,121302.10166671059,POINT (601524.5282712078 373240.2587581957),False
480,A2,182779.9398168475,POINT (560767.9760075433 347969.611238581),False
354,A2,131573.05650970986,POINT (601382.7903939773 363350.8575806757),False
615,A2,83946.69579114311,POINT (609266.1267461146 404434.7900310615),False
361,A2,144140.038416924,POINT (594202.7243656134 356556.7864558765),False
505,A2,46470.946314759836,POINT (615038.1566626305 435971.7462721567),False
877,A2,184239.29326061855,POINT (559456.443336437 347329.6266530654),False
242,A2,5503.252945901913,POINT (622385.9183136882 472147.4168506729),False
244,A2,105817.15168686978,POINT (606149.9339980599 384807.65207565),True
373,A2,159209.42999309342,POINT (580266.159374066 358110.4333509058),False
886,A2,185999.1855867417,POINT (557954.2000076384 346425.6667205392),False
633,A2,98313.61436518724,POINT (607514.374215778 391724.2380763196),False
417,A21,22949.26159634622,POINT (611252.5286298519 467059.4848688327),False
396,A21,35525.96375291556,POINT (621187.144536164 473196.7317552629),False
720,A21,33700.2971769995,POINT (619491.7355477744 472593.3203271345),False
411,A21,14329.375496358603,POINT (604068.2419846975 466251.7750037194),False
763,A21,553.4339165022906,POINT (597180.6078182943 475132.2037507876),False
421,A22,11813.826414387904,POINT (623905.9321265663 493020.5815460618),False
742,A22,8417.233026771042,POINT (625669.6637899235 490118.6066505293),False
775,A22,5862.204815902834,POINT (627021.5965242414 487951.6590475508),False
39,A22,22740.59057661409,POINT (617773.2111684043 501213.6786097212),False
907,A22,3668.7471543291936,POINT (628382.4811187846 486232.7020279308),False
798,A22,28487.606220024492,POINT (612145.4762290573 501893.3282925044),False
785,A22,17314.313202088284,POINT (621627.9399066544 497847.7302140648),False
793,A22,26567.022841409474,POINT (614006.306161158 501655.1454859226),False
734,A22,348.45215801753636,POINT (630713.2561655174 483872.8011879193),False
778,A25,14463.00244191955,POINT (453529.6791953074 477167.7262884462),False
243,A25,17672.77850172698,POINT (450533.3951719322 476181.0990765509),False
772,A25,4196.277910958039,POINT (462794.2813948461 477324.2440347243),False
231,A25,11789.433480375224,POINT (456128.6169021901 476727.2200582316),False
524,A3,8421.061245852263,POINT (626436.9207535296 456191.2398263162),True
526,A3,26315.254826500986,POINT (634559.3804640225 441318.1080749122),False
55,A3,17080.559361487845,POINT (630282.6253832517 448761.8831130315),False
67,A4,55191.366577115834,POINT (671716.672409556 455220.5551398725),False
136,A4,11942.318899870614,POINT (637875.5269268199 475538.5287146493),False
75,A4,65552.43097084604,POINT (681319.710523929 454453.0065348873),True
47,A4,5121.991394709356,POINT (632381.1482014187 479001.5221903187),False
17,A4,26745.760462484504,POINT (650081.4388892753 468621.8244489165),False
61,A4,43415.486494354445,POINT (661306.5670669379 459865.6860826653),False
980,A4,14101.470308731701,POINT (639924.9451060551 474933.7855245876),False
86,A4,2761.625466414659,POINT (630933.6998733247 480627.9013158819),False
23,A4,34620.77228123532,POINT (657333.0054349946 466022.4608182415),False
29,A4,37470.11821497313,POINT (660052.5017437438 465185.8186336462),False
479,A4,61398.91322592308,POINT (677475.3982980448 453255.4432380536),False
35,A5,1247.2289049327921,POINT (633433.1593525347 500805.1144751448),False
4,A5,40062.3259905591,POINT (647324.4754477866 533503.3753134911),False
390,A5,21045.447330202212,POINT (641863.6527578371 517325.0771969447),False
437,A5,26294.59768099102,POINT (643483.2113929392 522025.8619544283),False
443,A5,44570.74989302051,POINT (644688.1862690056 536999.5733787542),False
762,A6,20446.8808315345,POINT (677007.8491499062 470888.7406820482),False
756,A6,2471.5631130180923,POINT (663424.3771704406 464793.4079749593),False
675,A7,12504.740930118278,POINT (471492.1856501695 491739.8647562445),False
649,A7,1994.0583836618935,POINT (471668.6750251479 482756.3625160643),True
300,A7,6150.914063283546,POINT (471435.9594078622 486875.0319924778),False
334,A7,7864.800447375925,POINT (472858.7826176275 487752.1640793977),True
657,A7,9882.852253355806,POINT (472868.6675202943 489601.7500011492),False
153,A7,19776.373721511773,POINT (477719.2925067827 493447.6038273351),False
282,A7,4963.400130127835,POINT (471616.8167716655 485715.1655381846),False
162,A8,17817.199087733145,POINT (446055.1636666584 476743.6554264617),False
611,A8,37648.68146222091,POINT (427172.5400068669 475530.0200225671),False
194,A8,74052.47931576971,POINT (406795.3602788398 499296.4525856744),False
169,A8,21956.807177743805,POINT (442218.529846738 475832.6248831346),False
491,A8,12818.046962375494,POINT (448239.6373614579 474115.8636823991),False
174,A8,48850.72932867724,POINT (418457.2325112675 481888.87160076),False
180,A8,60415.89145681955,POINT (410554.8308404494 489024.6146768068),False
186,A8,70181.38430132662,POINT (406081.4659052859 495579.8776469793),False
606,A8,2694.354915110826,POINT (451161.3322281531 465018.1599894379),False
402,A9,71509.53411280518,POINT (473467.7834356091 404521.339978621),False
788,A9,165169.28516125187,POINT (551423.6775199233 366370.8817342993),False
408,A9,90408.7085476335,POINT (490872.2805177607 398665.9971842463),False
414,A9,101158.21631444036,POINT (500648.1161411661 395725.4909921141),False
420,A9,110864.53220063221,POINT (508554.0343608889 391113.4759220625),False
804,A9,198454.43439928273,POINT (562565.9985575952 338412.8638744723),False
426,A9,124500.7449011024,POINT (521420.4049243715 388136.0305333645),False
432,A9,130536.46903247264,POINT (526105.8213903733 385209.2873974271),False
817,A9,207329.9051563517,POINT (565997.6994667239 330746.3943261605),True
438,A9,160647.6236317983,POINT (549449.2617984429 370164.0943378265),False
6070,A9,193828.93004924257,POINT (560203.8544627993 342380.1091364173),False
444,A9,173691.5660461095,POINT (554681.3001034651 359633.5308685323),False
446,A9,186306.2915665994,POINT (557952.2939368694 349223.2490891523),False
6086,A9,137440.0859929184,POINT (530329.5108843787 380420.4465114069),False
201,A9,3334.8725666028877,POINT (454264.4021942631 460045.8801622464),False
207,A9,10033.02932410563,POINT (456696.1916958321 453908.7849953935),False
463,A9,218816.81258560333,POINT (571971.5287412604 321414.6926486308),False
6097,A9,57332.265873040786,POINT (474955.2267345932 416531.7323981698),False
213,A9,33330.147686974975,POINT (463171.6446351378 433733.3407888668),False
470,A9,191055.3519051364,POINT (558705.6493186316 344714.001299037),False
471,A9,227357.6658729573,POINT (576768.3783297741 315212.5620007131),False
217,A9,42664.44393282627,POINT (468802.0766650874 428280.9866855255),False
350,A9,190934.1762748851,POINT (558641.1723528996 344816.5965146208),False
223,A9,53306.70797095189,POINT (474627.0801465883 420370.648344391),False
618,A9,170865.8809050898,POINT (553051.8015486187 361916.9417749356),False
352,S10,14842.0476630419,POINT (486485.470803335 508375.5350349775),False
346,S10,17050.676161652103,POINT (486747.6287240832 510425.4133115528),False
365,S10,7443.277949811554,POINT (485235.5266171964 501947.443234336),False
359,S10,8601.626033666926,POINT (485697.2226216287 502964.9638810001),False
6,S16,10906.589532368942,POINT (182944.4639975473 363664.1579313261),False
9990,S16,42029.0009351704,POINT (153856.4791664821 363859.1109645751),False
680,S16,5270.518257308131,POINT (188078.392968925 363722.6559062153),False
715,S16,49082.93950565127,POINT (146981.4644427206 363820.4236901202),False
686,S16,18659.013118608247,POINT (175995.8796359762 365299.7058073777),False
719,S16,55340.11351071483,POINT (141264.0994162646 366033.9949776224),False
8081,S16,24681.585832264667,POINT (170117.9061640557 364580.6501054195),False
691,S16,22802.530667249484,POINT (171978.6614589992 364745.1400539047),False
8156,S16,38116.489716491444,POINT (157411.360505852 363765.6270217923),False
620,S2,4355.248277495482,POINT (633270.729428779 489809.7725510508),False
2245,S3,14438.810532467574,POINT (605184.414334732 513932.5024890835),True
98,S31,35953.022437733474,POINT (631038.0530752229 415343.4533587251),False
485,S31,23608.914717400236,POINT (628695.4402347239 426822.3337485124),False
104,S31,37183.461083093505,POINT (631666.8340775421 414287.0504895736),False
532,S31,10150.976056931411,POINT (633528.3212156267 437551.0067459927),False
3094,S31,16099.030157659681,POINT (630033.3299286035 432875.0497166095),False
92,S31,2983.68802254767,POINT (639648.8556517791 441094.5052806697),False
441,S33,12470.557600423326,POINT (576357.1449602975 492214.7458485491),False
434,S33,15360.589202888466,POINT (575709.8299789275 489432.6866938039),False
659,S33,5912.9074574717215,POINT (576836.0324105516 498619.9725943019),False
52,S33,24700.278611214275,POINT (573130.6809543287 480630.6288944836),False
368,S35,34919.68308115705,POINT (551491.6831612717 367132.9943684271),False
364,S35,26410.28124905286,POINT (550138.076107953 373848.816471888),False
453,S35,25694.21170749315,POINT (550130.3072634629 374557.3725600607),False
502,S35,18421.485345747806,POINT (551372.9004414706 379148.5343823853),False
520,S36,30377.44352593198,POINT (504497.3839499053 366606.0115310223),False
514,S36,16973.992398575934,POINT (515399.1642293369 372762.4591366575),False
508,S36,1857.4420462756443,POINT (524923.4355524764 382996.0167429033),False
165,S37,10866.63992452644,POINT (478532.666064459 312095.9023850353),True
544,S4,16344.11227608213,POINT (616805.4204673856 435999.7750554485),False
89,S4,11786.993458747673,POINT (620280.7919356368 436831.2658335866),False
538,S4,1416.9140288499648,POINT (629775.4381649856 433423.0115099407),False
554,S5,31037.881277403605,POINT (582537.8997624173 503816.9399108989),False
461,S5,5402.438830277588,POINT (605725.5307402564 500263.2815911046),False
484,S6,62140.42804801383,POINT (558531.835156884 402186.3643699089),False
490,S6,68214.85574828066,POINT (553907.2526440703 398406.6623315413),True
43,S6,19615.610505818095,POINT (592744.0094262199 420512.2142980202),False
941,S6,10372.97093644776,POINT (601199.6675639952 423036.4344549943),False
784,S6,92732.67682141977,POINT (534640.3658284924 388292.14343754),False
469,S6,2580.805504034468,POINT (607854.2986418367 426865.463267786),True
380,S6,90002.36309800335,POINT (537150.5923614365 389244.8740757801),False
478,S6,51754.67476228529,POINT (567463.5830696919 406542.6748018946),False
