Unnamed__0,nb,highway,position,check_need,geometry,x_coord,on_segment,dist_along_segm
226,320,S1A,1266.90468826,1,POINT (634754.681531983 475748.6978001454),634754.6815111943,45,14786.730412931945
235,711,S1B,5758.72844808,0,POINT (635544.7655653339 497722.2252916748),635554.4548309698,54,16881.222493149056
155,136,A4,11942.3188999,0,POINT (637883.7897778373 475550.7292075645),637875.5269268199,56,3536.9666410428463
243,92,S31,3383.68802255,0,POINT (639260.6961913585 440997.3957106755),639258.2180411908,57,2747.649574921653
160,980,A4,14601.4703087,0,POINT (640425.0461341687 474935.2181740939),640424.8126557291,56,6187.841743078086
167,390,A5,21045.4473302,0,POINT (641863.6527713261 517325.0771887956),641863.6527578371,55,21684.28398322594
168,437,A5,26294.597681,0,POINT (643483.2113599466 522025.8619643198),643483.2113929392,55,26933.434322758298
169,443,A5,44570.749893,0,POINT (644688.1863012667 536999.5733887539),644688.1862690056,55,45209.58654414162
158,17,A4,26745.7604625,0,POINT (650087.9934105698 468628.8906365091),650081.4388892753,56,18342.006721986367
162,23,A4,34620.7722812,0,POINT (657334.5234383259 466032.2913524442),657333.0054349946,56,26211.30876525652
163,29,A4,37470.118215,0,POINT (660056.1417560676 465195.3409508546),660052.5017437438,56,29062.681225733293
159,61,A4,43415.4864944,0,POINT (661315.6931101979 459870.4850286986),661306.5670669379,59,3964.1484486658787
171,756,A6,2471.56311302,0,POINT (663423.2425628651 464805.7878171985),663424.3771704406,60,2469.0344281091266
154,67,A4,55191.3665771,0,POINT (671718.9319485505 455231.8965580767),671716.672409556,59,15729.73250892954
170,762,A6,20446.8808315,0,POINT (677015.1834524676 470902.2549919063),677007.8491499062,60,20461.0602212699
164,479,A4,61398.9132259,0,POINT (677477.1295282989 453266.8164681375),677475.3982980448,59,21937.099840639432
156,75,A4,65552.4309708,1,POINT (681320.6151875067 454463.6412877042),681319.710523929,59,26087.885721825878
