Autobahn,Name,Standort,Richtung,Art,Fluss,Fluss_0,Energiebedarf,Energiebedarf_0,pXi_dir,pYi_dir,pYi_dir_0,pE_charged,pE_charged_0,pE_input,pE_input_0,pE_output,pE_output_0,Fluss_1,Energiebedarf_1,pYi_dir_1,pE_charged_1,pE_input_1,pE_output_1
'S31','Kobersdorf',66.91,0.0,2.0,4911.6,4911.6,65726.5,65726.5,1.0,1.0,1.0,197.1795,197.1795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'S31','Tschurndorf',68.14,1.0,2.0,4934.1,0.0,67241.8,0.0,1.0,1.0,0.0,201.7254,0.0,0.0,0.0,0.0,0.0,4934.1,67241.8,1.0,201.7254,0.0,0.0
'S33','Herzogenburg',15.69,0.0,1.0,15601.6,15601.6,43216.5,43216.5,1.0,1.0,1.0,146.3988,146.3988,16.749300000000005,16.749300000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'S33','Inzersdorf',15.28,1.0,1.0,15166.9,0.0,46349.9,0.0,1.0,1.0,0.0,139.0497,0.0,0.0,0.0,0.0,0.0,15166.9,46349.9,1.0,139.0497,0.0,0.0
'S33','St. Pölten Ost',1.84,0.0,0.0,15171.4,15171.4,5583.1,5583.1,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,16.749300000000005,16.749300000000005,0.0,0.0,0.0,0.0,0.0,0.0
'S35','Fronleiten Ost',26.82,1.0,2.0,9725.7,0.0,52168.8,0.0,1.0,1.0,0.0,156.5064,0.0,0.0,0.0,0.0,0.0,9725.7,52168.8,1.0,156.5064,0.0,0.0
'S35','Fronleiten West',26.82,0.0,2.0,10041.7,10041.7,53863.7,53863.7,1.0,1.0,1.0,161.59109999999998,161.59109999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'S36','St. Marein Süd',14.97,1.0,0.0,10272.1,0.0,30754.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,92.2638,0.0,10272.1,30754.6,-0.0,0.0,0.0,92.2638
'S36','Hauswald',35.77,0.0,2.0,9884.9,9884.9,41279.5,41279.5,1.0,1.0,1.0,212.8446,212.8446,89.0061,89.0061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
'S36','St. Marein Nord',14.89,0.0,0.0,9962.6,9962.6,29668.7,29668.7,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,89.0061,89.0061,0.0,0.0,0.0,0.0,0.0,0.0
'S36','Strettweg',34.61,1.0,2.0,9887.4,0.0,38837.7,0.0,1.0,1.0,0.0,208.7769,0.0,92.2638,0.0,0.0,0.0,9887.4,38837.7,1.0,208.7769,92.2638,0.0
