Time of calculation: 20211213-152221; value of objective: 3388052.5320153246;  acc=3000;  ec=0.25;  e_tax=0.15;  cfix=150000;  cvar=10000;  eta=0.011;  mu=0.4;  i=segment_id,dir,type_ID,POI_ID,traffic_flow,traffic_flow_0,traffic_flow_1,energy_demand,energy_demand_0,energy_demand_1,dist_along_segment,pois_type,pYi_dir,pYi_dir_0,pYi_dir_1,pE_charged,pE_charged_0,pE_charged_1,pE_input,pE_input_0,pE_input_1,pE_output,pE_output_0,pE_output_1,pXi
1.0,2.0,0.0,42.0,23472.9532848191,11974.8809399587,11498.0723448604,828.627407616686,828.627407616686,0.0,34449.3464575004,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25521724154593933,0.25521724154593933,0.0,0
2.0,2.0,0.0,43.0,68929.1689525749,33758.8137930879,35170.355159487,40746.089818559,0.0,40746.089818559,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,120.1018264884413,31.62926731539779,88.47255917304352,132.65162215255748,31.62926731539779,101.0223548371597,0
2.0,1.0,30.0,44.0,34398.2821383792,0.0,34398.2821383792,3.55988506767655,0.0,3.55988506767655,2598.41164546074,ra,0.0,0.0,-0.0,0.0,0.0,0.0,88.47146272844267,0.0,88.47146272844267,88.47255917304352,0.0,88.47255917304352,0
2.0,1.0,41.0,45.0,29624.9675092291,0.0,29624.9675092291,82561.3859430212,0.0,82561.3859430212,8569.0534366321,ra,0.0,0.0,-0.0,0.0,0.0,0.0,63.04255585799215,0.0,63.04255585799215,88.47146272844267,0.0,88.47146272844267,0
2.0,0.0,42.0,46.0,27489.4442716519,27489.4442716519,0.0,66162.031604804,66162.031604804,0.0,10626.1428841809,ra,0.0,-0.0,0.0,0.0,0.0,0.0,31.62926731539779,31.62926731539779,0.0,52.00717304967743,52.00717304967743,0.0,0
2.0,0.0,43.0,47.0,24285.974119979,24285.974119979,0.0,46432.767384281,46432.767384281,0.0,19826.0309188716,ra,0.0,-0.0,0.0,0.0,0.0,0.0,52.00717304967743,52.00717304967743,0.0,66.30846540403599,66.30846540403599,0.0,0
2.0,1.0,44.0,48.0,24186.0911430872,0.0,24186.0911430872,89079.8499237686,0.0,89079.8499237686,19924.5544753991,ra,0.0,0.0,-0.0,0.0,0.0,0.0,35.60596208147142,0.0,35.60596208147142,63.04255585799215,0.0,63.04255585799215,0
2.0,0.0,45.0,49.0,24395.8043620461,24395.8043620461,0.0,22158.9923415834,22158.9923415834,0.0,24376.283905319,ra,0.0,-0.0,0.0,0.0,0.0,0.0,66.30846540403599,66.30846540403599,0.0,73.13343504524369,73.13343504524369,0.0,0
2.0,0.0,46.0,50.0,18382.7449604955,18382.7449604955,0.0,63871.9166171924,63871.9166171924,0.0,38424.0480859037,ra,0.0,-0.0,0.0,0.0,0.0,0.0,73.13343504524369,73.13343504524369,0.0,92.80598536333896,92.80598536333896,0.0,0
2.0,1.0,47.0,51.0,18491.6133654888,0.0,18491.6133654888,59037.0560011841,0.0,59037.0560011841,38987.6806255175,ra,0.0,0.0,-0.0,0.0,0.0,0.0,17.422548833106713,0.0,17.422548833106713,35.60596208147142,0.0,35.60596208147142,0
2.0,2.0,48.0,52.0,37060.499514109295,18323.8494067353,18736.650107374,121716.6178437865,83259.8366329336,38456.7812108529,60686.5331745626,ra,2.0,0.0,2.0,79.53737508547552,79.53737508547552,0.0,98.38384558350297,92.80598536333896,5.577860220164017,56.3351887939137,38.91263996080699,17.422548833106713,1
2.0,2.0,49.0,53.0,37058.9029265594,18323.1127403572,18735.7901862022,18113.417243932698,3.48146417939821,18109.9357797533,60687.5223097686,ra,0.0,-0.0,0.0,0.0,0.0,0.0,38.91263996080699,38.91263996080699,0.0,44.49157247193827,38.91371225177425,5.577860220164017,0
2.0,0.0,50.0,54.0,13085.2370869384,13085.2370869384,0.0,35994.4407409927,35994.4407409927,0.0,72690.0783180644,ra,1.0,1.0,0.0,50.0,50.0,0.0,38.91371225177425,38.91371225177425,0.0,0.0,0.0,0.0,1
2.0,2.0,0.0,55.0,23931.6001633626,12393.9415716933,11537.6585916693,5343.07750058974,5343.07750058974,0.0,74788.4585560346,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6456678701816403,1.6456678701816403,0.0,0
3.0,2.0,0.0,56.0,27844.0,14880.0,12964.0,5532.77592,0.0,5532.77592,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70409498336,0.0,1.70409498336,0
3.0,0.0,51.0,57.0,14880.0,14880.0,0.0,866.3136,866.3136,0.0,291.139117483826,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2668245888,0.2668245888,0.0,0
3.0,1.0,52.0,58.0,12964.0,0.0,12964.0,1015.7294,0.0,1015.7294,391.789662717657,ra,1.0,0.0,1.0,40.95661522720853,0.0,40.95661522720853,40.64377057200853,0.0,40.64377057200853,0.0,0.0,0.0,1
3.0,2.0,1.0,59.0,27844.0,14880.0,12964.0,6650.0208,6650.0208,0.0,2525.71464164925,link,0.0,0.0,0.0,0.0,0.0,0.0,40.910595160808526,0.2668245888,40.64377057200853,42.958801567208525,2.3150309952000003,40.64377057200853,0
4.0,2.0,1.0,60.0,59761.3086274698,30037.3419745759,29723.9666528939,50829.6084600017,0.0,50829.6084600017,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,102.7339039522304,53.999525900614785,48.73437805161563,118.38942335791094,53.999525900614785,64.38989745729616,0
4.0,0.0,53.0,61.0,29524.4907904278,29524.4907904278,0.0,17707.597633633,17707.597633633,0.0,2968.02033395423,ra,0.0,0.0,0.0,0.0,0.0,0.0,53.999525900614785,53.999525900614785,0.0,59.453465971773745,59.453465971773745,0.0,0
4.0,1.0,54.0,62.0,29216.1627876462,0.0,29216.1627876462,18822.6156177956,0.0,18822.6156177956,3095.56953512974,ra,0.0,0.0,0.0,0.0,0.0,0.0,42.93701244133458,0.0,42.93701244133458,48.73437805161563,0.0,48.73437805161563,0
4.0,1.0,57.0,63.0,24041.5281035447,0.0,24041.5281035447,22413.6751787421,0.0,22413.6751787421,16237.2713752631,ra,0.0,0.0,0.0,0.0,0.0,0.0,36.03360048628201,0.0,36.03360048628201,42.93701244133458,0.0,42.93701244133458,0
4.0,1.0,59.0,64.0,19741.1962074672,0.0,19741.1962074672,36000.5107095881,0.0,36000.5107095881,27421.918402147,ra,0.0,0.0,0.0,0.0,0.0,0.0,24.945443187728877,0.0,24.945443187728877,36.03360048628201,0.0,36.03360048628201,0
4.0,0.0,58.0,65.0,20188.7740020659,20188.7740020659,0.0,120560.520741499,120560.520741499,0.0,27456.2755376563,ra,0.0,0.0,0.0,0.0,0.0,0.0,59.453465971773745,59.453465971773745,0.0,96.58610636015544,96.58610636015544,0.0,0
4.0,0.0,61.0,66.0,19286.3795027776,19286.3795027776,0.0,45441.1289244508,45441.1289244508,0.0,39015.4670187568,ra,0.0,0.0,0.0,0.0,0.0,0.0,96.58610636015544,96.58610636015544,0.0,110.5819740688863,110.5819740688863,0.0,0
4.0,0.0,63.0,67.0,16518.9379021764,16518.9379021764,0.0,23385.4454675469,23385.4454675469,0.0,45463.2697509544,ra,0.0,0.0,0.0,0.0,0.0,0.0,110.5819740688863,110.5819740688863,0.0,117.78469127289074,117.78469127289074,0.0,0
4.0,0.0,65.0,68.0,16228.0496170924,16228.0496170924,0.0,10569.3550505184,10569.3550505184,0.0,48702.0526758811,ra,0.0,0.0,0.0,0.0,0.0,0.0,117.78469127289074,117.78469127289074,0.0,121.04005262845041,121.04005262845041,0.0,0
4.0,1.0,66.0,69.0,15802.2977140373,0.0,15802.2977140373,39122.0341426643,0.0,39122.0341426643,48702.5157234626,ra,0.0,0.0,0.0,0.0,0.0,0.0,12.895856671788275,0.0,12.895856671788275,24.945443187728877,0.0,24.945443187728877,0
4.0,2.0,69.0,70.0,24242.04672144007,16011.0814154375,8230.96530600257,44437.0068670179,29799.8672497866,14637.1396172313,57952.4364496481,ra,5.0,0.0,5.0,166.33888330234413,130.2184117413847,36.12047156095944,165.5481418590909,121.04005262845041,44.50808923064047,12.895856671788275,0.0,12.895856671788275,1
4.0,2.0,68.0,71.0,24222.43641462717,16010.6884723873,8211.74794223987,27306.495193443596,73.9702918817957,27232.5249015618,57975.5602403068,ra,0.0,0.0,0.0,0.0,0.0,0.0,36.12047156095944,0.0,36.12047156095944,44.530872080540064,0.02278284989959308,44.50808923064047,0
4.0,0.0,71.0,72.0,11073.069476657,11073.069476657,0.0,33279.593586609,33279.593586609,0.0,69989.226327393,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.02278284989959308,0.02278284989959308,0.0,10.272897674575166,10.272897674575166,0.0,0
4.0,2.0,75.0,73.0,21337.9057816767,10925.6060783794,10412.2997032973,61216.8350929752,18648.1077570154,42568.7273359598,78476.4553474238,ra,1.0,0.0,1.0,50.0,15.993732013836317,34.006267986163685,67.28846920222267,10.272897674575166,57.0155715276475,36.14325441085903,0.02278284989959308,36.12047156095944,1
4.0,0.0,83.0,74.0,10876.9999980846,10876.9999980846,0.0,39533.2148793308,39533.2148793308,0.0,96645.2667353262,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.02278284989959308,0.02278284989959308,0.0,12.19901303273348,12.19901303273348,0.0,0
4.0,1.0,86.0,75.0,10239.998724531,0.0,10239.998724531,36345.2116964929,0.0,36345.2116964929,99246.7072366671,ra,0.0,0.0,0.0,0.0,0.0,0.0,45.82124632512769,0.0,45.82124632512769,57.0155715276475,0.0,57.0155715276475,0
4.0,0.0,89.0,76.0,6878.00128124901,6878.00128124901,0.0,26286.1169203949,26286.1169203949,0.0,111094.712718466,ra,0.0,0.0,0.0,0.0,0.0,0.0,12.19901303273348,12.19901303273348,0.0,20.29513704421511,20.29513704421511,0.0,0
4.0,1.0,91.0,77.0,7728.04230551103,0.0,7728.04230551103,37.9826999939869,0.0,37.9826999939869,115106.777258397,ra,0.0,0.0,0.0,0.0,0.0,0.0,45.80954765352954,0.0,45.80954765352954,45.82124632512769,0.0,45.82124632512769,0
4.0,2.0,87.0,78.0,15349.44862342799,7293.1561007636,8056.29252266439,42025.7933217471,18572.7083656691,23453.084956078,124531.184689634,ra,2.0,0.0,2.0,40.5840693585714,17.919407209359566,22.664662149211836,81.54579668048446,20.29513704421511,61.25065963626935,53.90567166501117,8.09612401148163,45.80954765352954,1
4.0,1.0,81.0,79.0,14238.2637348706,0.0,14238.2637348706,76867.1864265725,0.0,76867.1864265725,140362.585588507,ra,0.0,0.0,0.0,0.0,0.0,0.0,37.575566216885015,0.0,37.575566216885015,61.25065963626935,0.0,61.25065963626935,0
4.0,0.0,82.0,80.0,14417.6543875466,14417.6543875466,0.0,41346.2144335057,41346.2144335057,0.0,140910.113849637,ra,0.0,0.0,0.0,0.0,0.0,0.0,8.09612401148163,8.09612401148163,0.0,20.83075805700139,20.83075805700139,0.0,0
4.0,1.0,88.0,81.0,14501.5105253433,0.0,14501.5105253433,48412.0261937441,0.0,48412.0261937441,152869.110813305,ra,0.0,0.0,0.0,0.0,0.0,0.0,22.664662149211836,0.0,22.664662149211836,37.575566216885015,0.0,37.575566216885015,0
4.0,2.0,95.0,82.0,29499.9997821141,14928.9998128104,14570.9999693037,127094.9718739537,57641.2723543603,69453.6995195934,160563.715389321,ra,1.0,1.0,0.0,29.01386546666464,8.09612401148163,20.917741455183013,43.021422209361475,20.83075805700139,22.190664152360082,53.15280807987457,30.488145930662732,22.664662149211836,1
4.0,2.0,99.0,83.0,29501.2496709625,14929.6109247903,14571.6387461722,37561.94061501,19285.0689537004,18276.8716613096,167022.616706975,ra,1.0,0.0,1.0,48.49192501372997,36.427947168402454,12.063977845327512,59.11351145666697,30.488145930662732,28.625365526004234,22.190664152360085,2.380096075119287e-15,22.190664152360082,1
4.0,2.0,2.0,84.0,37135.979248738106,18661.9898553614,18473.9893933767,51602.3314462275,51602.3314462275,0.0,182066.45484822,link,0.0,0.0,0.0,0.0,0.0,0.0,28.625365526004238,2.380096075119287e-15,28.625365526004234,44.518883611442305,15.893518085438075,28.625365526004234,0
5.0,2.0,1.0,85.0,68793.7826224039,33913.4453688065,34880.3372535974,76876.4418514988,0.0,76876.4418514988,0.0,link,0.0,0.0,0.0,0.0,0.0,0.0,99.88139654787093,47.810486309002705,52.07091023886824,123.55934063813257,47.810486309002705,75.74885432912987,0
5.0,1.0,55.0,86.0,36003.5240013336,0.0,36003.5240013336,77918.9493386079,0.0,77918.9493386079,10624.4240384357,ra,0.0,0.0,0.0,0.0,0.0,0.0,28.071873842577,0.0,28.071873842577,52.07091023886824,0.0,52.07091023886824,0
5.0,0.0,56.0,87.0,32653.8009159093,32653.8009159093,0.0,83562.8354220787,83562.8354220787,0.0,12028.5386871855,ra,0.0,0.0,0.0,0.0,0.0,0.0,47.810486309002705,47.810486309002705,0.0,73.54783961900294,73.54783961900294,0.0,0
5.0,0.0,60.0,88.0,22401.2012920446,22401.2012920446,0.0,48119.0812404023,48119.0812404023,0.0,20923.6739875284,ra,0.0,0.0,0.0,0.0,0.0,0.0,73.54783961900294,73.54783961900294,0.0,88.36851664104687,88.36851664104687,0.0,0
5.0,1.0,62.0,89.0,21130.6204282264,0.0,21130.6204282264,42151.5445832777,0.0,42151.5445832777,23654.3930083756,ra,0.0,0.0,0.0,0.0,0.0,0.0,15.089198110927466,0.0,15.089198110927466,28.071873842577,0.0,28.071873842577,0
5.0,0.0,64.0,90.0,18512.6007291472,18512.6007291472,0.0,28054.9447055714,28054.9447055714,0.0,27817.9533374315,ra,0.0,0.0,0.0,0.0,0.0,0.0,88.36851664104687,88.36851664104687,0.0,97.00943961036288,97.00943961036288,0.0,0
5.0,1.0,67.0,91.0,18904.5964821672,0.0,18904.5964821672,23475.6587973467,0.0,23475.6587973467,29511.2591332548,ra,0.0,0.0,0.0,0.0,0.0,0.0,7.8586952013446805,0.0,7.8586952013446805,15.089198110927466,0.0,15.089198110927466,0
5.0,2.0,70.0,92.0,33127.6679782642,16315.8916479239,16811.7763303403,66757.5650953589,41242.3209351489,25515.24416021,39273.393575652,ra,5.0,0.0,5.0,161.73392150440256,109.71207445838874,52.02184704601381,149.0312866563767,97.00943961036288,52.02184704601381,7.8586952013446805,0.0,7.8586952013446805,1
5.0,1.0,76.0,93.0,15728.3542233459,0.0,15728.3542233459,36313.3579729706,0.0,36313.3579729706,47330.3638647794,ra,0.0,0.0,0.0,0.0,0.0,0.0,40.83733279033886,0.0,40.83733279033886,52.02184704601381,0.0,52.02184704601381,0
5.0,1.0,79.0,94.0,16446.3696921172,0.0,16446.3696921172,23071.3224968471,0.0,23071.3224968471,54724.0345686887,ra,0.0,0.0,0.0,0.0,0.0,0.0,33.731365461309956,0.0,33.731365461309956,40.83733279033886,0.0,40.83733279033886,0
5.0,0.0,80.0,95.0,16181.0369578104,16181.0369578104,0.0,48054.2387950906,48054.2387950906,0.0,54808.4650706048,ra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.800705548887906,14.800705548887906,0.0,0
5.0,1.0,93.0,96.0,15425.0541977474,0.0,15425.0541977474,71633.4560473898,0.0,71633.4560473898,67696.5829264334,ra,0.0,0.0,0.0,0.0,0.0,0.0,11.668260998713892,0.0,11.668260998713892,33.731365461309956,0.0,33.731365461309956,0
5.0,0.0,94.0,97.0,16743.9409701348,16743.9409701348,0.0,43770.4753223488,43770.4753223488,0.0,67916.7177403682,ra,0.0,0.0,0.0,0.0,0.0,0.0,14.800705548887906,14.800705548887906,0.0,28.282011948171338,28.282011948171338,0.0,0
5.0,1.0,101.0,98.0,23926.8657512302,0.0,23926.8657512302,77300.6416447773,0.0,77300.6416447773,86150.6446371155,ra,1.0,0.0,1.0,49.99999999999999,0.0,49.99999999999999,37.859663372122476,0.0,37.859663372122476,11.668260998713892,0.0,11.668260998713892,1
